Wall time,Step,Value
1727526596.4546554,40000,0.0
1727526662.94854,80000,0.0
1727526730.1038215,120000,0.0
1727526796.964362,160000,0.0
1727526863.3302944,200000,0.3868750035762787
1727526929.537402,240000,0.7743750214576721
1727526996.2091823,280000,0.38875001668930054
1727527062.642202,320000,0.7743750214576721
1727527120.180298,360000,0.9725000262260437
