Wall time,Step,Value
1727525368.0056226,40000,0.0
1727525434.7806525,80000,0.0
1727525500.8508801,120000,0.0
1727525566.5214853,160000,0.0
1727525633.807636,200000,0.19437500834465027
1727525699.2375255,240000,0.7481250166893005
1727525764.3739164,280000,0.9537500143051147
